title,url,description,author,scraped_at,source
MyMove Is the US Government’s Shittiest Website,https://www.wired.com/story/the-governments-shittiest-website/,"For more than 30 years, the US Postal Service has sent people who need to change their addresses to MyMove. Experts say the site uses dark patterns to trap visitors in an online purgatory of “deals.”",TODD FEATHERS,2026-04-21T09:41:58.622231,Wired.com
Congress Turns Up Pressure on DHS Over Palantir’s Role in Immigration Crackdown,https://www.wired.com/story/congress-turns-up-pressure-on-dhs-over-palantirs-role-in-immigration-crackdown/,Democrats are demanding answers about Palantir and other surveillance firms powering Trump’s hard-line immigration enforcement agenda.,CAROLINE HASKINS,2026-04-21T09:42:03.234483,Wired.com
AI Slop Is Making the Internet Fake-Happy,https://www.wired.com/story/ai-slop-is-changing-the-internet-just-not-how-you-might-think/,A new study examines the impact of the rise of AI-generated websites on the internet—and found some surprising results.,KATE KNIBBS,2026-04-21T09:42:07.236951,Wired.com
Apple Will Push Out Rare ‘Backported’ Patches to Protect iOS 18 Users From DarkSword Hacking Tool,https://www.wired.com/story/apple-will-push-out-rare-backported-patches-to-protect-ios-18-users-from-darksword-hacking-tool/,"As DarkSword spreads, Apple tells WIRED it will enable iOS 18-specific fixes for millions of iPhone owners who remain on that iOS version rather than force them to update to iOS 26.",ANDY GREENBERG,2026-04-21T09:42:11.159130,Wired.com
Uncanny Valley: OpenAI and Musk Fight Again; DOJ Mishandles Voter Data; Artemis II Comes Home,https://www.wired.com/story/uncanny-valley-podcast-openai-musk-fight-doj-mishandles-voter-data-artemis-ii-comes-home/,"In this episode, the hosts discuss the fight between OpenAI and Elon Musk, the misuse of voter data, and Artemis II’s moonshot.","BRIAN BARRETT
LEAH FEIGER",2026-04-21T09:42:15.436881,Wired.com
The Online Fiction Boom Reimagining China’s History,https://www.wired.com/story/made-in-china-what-chinas-sci-fi-boom-is-really-selling/,Chinese fantasy novels reimagine the past with modern tech and ideology. A new book argues they also help reinforce authoritarian politics.,ZEYI YANG,2026-04-21T09:42:19.119500,Wired.com
Robotaxi Outage in China Leaves Passengers Stranded on Highways,https://www.wired.com/story/robotaxi-outage-in-china-leaves-passengers-stuck-in-cars-on-highways/,"A suspected system failure froze Baidu’s robotaxis across Wuhan, trapping passengers and reportedly causing traffic disruptions and crashes.",ZEYI YANG,2026-04-21T09:42:23.179042,Wired.com
The Pro-Iran Meme Machine Trolling Trump With AI Lego Cartoons,https://www.wired.com/story/inside-the-pro-iran-meme-machine-trolling-trump-with-ai-lego-cartoons/,"Since the beginning of the Iran war, the group Explosive Media has released over a dozen viral videos mocking Trump and the US.",DAVID GILBERT,2026-04-21T09:42:27.191301,Wired.com
Iran-Linked Hackers Are Sabotaging US Energy and Water Infrastructure,https://www.wired.com/story/iran-linked-hackers-are-sabotaging-us-energy-and-water-infrastructure/,"As Trump threatens Iranian infrastructure, the US government warns that Iran has carried out its own digital attacks against US critical infrastructure.",ANDY GREENBERG,2026-04-21T09:42:31.030449,Wired.com
Gazing Into Sam Altman’s Orb Now Proves You’re Human on Tinder,https://www.wired.com/story/gazing-into-sam-altmans-orb-now-proves-youre-human-on-tinder/,"Honestly, what’s hotter than a real person?",MAXWELL ZEFF,2026-04-21T09:42:34.733380,Wired.com
"Anduril Wants to Own the Future of War Tech. Mishaps, Delays, and Challenges Abound",https://www.wired.com/story/andurils-real-war-is-with-itself/,"From drones to missiles to submarines, the $30.5 billion defense startup wants to transform how the tools of war are made. It’s not all going as planned.",PARESH DAVE,2026-04-21T09:42:38.636476,Wired.com
China Is Cracking Down on Scams. Just Not the Ones Hitting Americans,https://www.wired.com/story/made-in-china-inside-chinas-selective-war-on-the-scam-economy/,"As Beijing clamps down on fraud at home, researchers say crime syndicates are shifting their focus to victims elsewhere.",LILY HAY NEWMAN,2026-04-21T09:42:42.235252,Wired.com
Cursor Launches a New AI Agent Experience to Take On Claude Code and Codex,https://www.wired.com/story/cusor-launches-coding-agent-openai-anthropic/,"As Cursor launches the next generation of its product, the AI coding startup has to compete with OpenAI and Anthropic more directly than ever.",MAXWELL ZEFF,2026-04-21T09:42:45.855003,Wired.com
Spoofed Tankers Are Flooding the Strait of Hormuz. These Analysts Are Tracking Them,https://www.wired.com/story/spoofed-tankers-strait-of-hormuz/#intcid=_wired-verso-hp-trending_bf291dbd-5aaa-4790-8103-de4486dccd99_popular4-2,"Marine insurers and oil traders want to know what’s going on in one of the world’s most critical waterways. As the volume of disappearing ships in the area increases, analysts are getting creative.",AARIAN MARSHALL,2026-04-21T09:42:49.597546,Wired.com
Bluesky CEO Jay Graber Is Stepping Down,https://www.wired.com/story/bluesky-ceo-jay-graber-is-stepping-down/,Venture capitalist Toni Schneider will take over as interim CEO as Bluesky’s board of directors hunts for a permanent replacement.,KATE KNIBBS,2026-04-21T09:42:53.414369,Wired.com
China’s Renewable Energy Revolution Is a Huge Mess That Might Save the World,https://www.wired.com/story/china-renewable-energy-revolution/,A global onslaught of cheap Chinese green power is upending everything in its path. No one is ready for its repercussions.,JEREMY WALLACE,2026-04-21T09:42:57.402343,Wired.com
The ‘Lonely Runner’ Problem Only Appears Simple,https://www.wired.com/story/the-lonely-runner-problem-only-appears-simple/,"Take a group of runners circling a track at unique, constant paces. Answering the question of how many will always end up running alone, no matter their speed, has vexed mathematicians for decades.",PAULINA ROWIŃSKA,2026-04-21T09:43:01.282175,Wired.com
Tesla Shareholders Approve Elon Musk’s $1 Trillion Pay Package,https://www.wired.com/story/tesla-shareholders-approve-musk-1-trillion-dollar-pay-package/,The unprecedented payday will go into full effect by 2035—as long as Tesla hits ambitious financial and production targets.,AARIAN MARSHALL,2026-04-21T09:43:04.949004,Wired.com
The 10 Best TV Shows to Stream This Month,https://www.wired.com/story/the-best-shows-to-stream-right-now/,"‘The Boys,’ ‘The Testaments,’ and ‘Stranger Things: Tales From ’85’ are just a few of the TV shows we’re bingeing this month.",JENNIFER M. WOOD,2026-04-21T09:43:08.984857,Wired.com
Trump Imposes New Tariffs to Sidestep Supreme Court Ruling,https://www.wired.com/story/trump-imposes-new-tariffs-following-supreme-court-ruling/,The president signed an executive order implementing 10 percent global tariffs after calling the justices who struck down his signature trade policy a “disgrace.”,ZEYI YANG,2026-04-21T09:43:12.993471,Wired.com
Chinese EV Batteries Are Eating the World,https://www.wired.com/story/chinese-ev-batteries/,China’s lithium batteries aren’t always “made in China.” Companies like BYD and CATL are building factories on nearly every continent.,ZEYI YANG,2026-04-21T09:43:16.894880,Wired.com
Silicon Valley Is Spending Millions to Stop One of Its Own,https://www.wired.com/story/the-big-interview-podcast-new-york-state-representative-alex-bores/,"Alex Bores, a former Palantir employee, helped pass one of the country’s toughest AI laws. Now Silicon Valley’s biggest names are trying to stop his rise to Congress.",KATIE DRUMMOND,2026-04-21T09:43:21.161373,Wired.com
"The Weird, Twisting Tale of How China Spied on Alysa Liu and Her Dad",https://www.wired.com/story/the-weird-twisting-tale-of-how-china-spied-on-alysa-liu-and-her-dad/,"Years before the figure skater became an Olympic superstar, a Chinese operative tried to stalk her father and monitored other US residents deemed dissidents against China. And that’s just the beginning.",TIMOTHY MCLAUGHLIN,2026-04-21T09:43:25.290444,Wired.com
Where the DOGE Operatives Are Now,https://www.wired.com/story/where-the-doge-operatives-are-now/,WIRED tracked down some of the most prominent figures of last year’s DOGE invasion. Here's where they are now—in government and beyond.,VITTORIA ELLIOTT,2026-04-21T09:43:29.444389,Wired.com
Meta’s New AI Model Gives Mark Zuckerberg a Seat at the Big Kid’s Table,https://www.wired.com/story/muse-spark-meta-open-source-closed-source/,"Muse Spark is Meta’s first model since its AI reboot, and the benchmarks suggest formidable performance.",WILL KNIGHT,2026-04-21T09:43:33.130970,Wired.com
The US Will Prioritize Visa Processing for Fans With World Cup Tickets,https://www.wired.com/story/the-us-will-prioritize-visa-processing-for-fans-with-world-cup-tickets/,"In the face of heavy travel restrictions imposed by the Trump administration, the United States announced that soccer fans going to the World Cup will enjoy a certain priority for processing tourist visa.",JAVIER CARBAJAL,2026-04-21T09:43:36.933387,Wired.com
How the Vision Pro Rollout Inflamed Tensions at Apple,https://www.wired.com/story/book-excerpt-mutiny-noam-scheiber-apple-vision-pro/,"Even before the headset’s release, the workforce at Apple Stores was under duress. Trying to get customers interested in the Vision Pro made it worse.",NOAM SCHEIBER,2026-04-21T09:43:41.685738,Wired.com
AI Agents Are Coming for Your Dating Life,https://www.wired.com/story/ai-agents-are-coming-for-your-dating-life-next/,"The developers of Pixel Societies are using AI agents to simulate social interactions. It's an attempt optimize the process of choosing new colleagues, friends, and even romantic partners.",JOEL KHALILI,2026-04-21T09:43:46.146396,Wired.com
The US Military’s GPS Software Is an $8 Billion Mess,https://www.wired.com/story/the-us-militarys-gps-software-is-an-8-billion-mess/,"The GPS Next-Generation Operational Control System was due for completion in 2016. Ten years later, the software for controlling the military’s GPS satellites still doesn’t work.","STEPHEN CLARK, ARS TECHNICA",2026-04-21T09:43:52.104253,Wired.com
"Hyundai’s New Ioniq 3 Has Hot-Hatch Looks, but Can It Beat BYD?",https://www.wired.com/story/hyundai-ioniq-3-2026/,"The brand’s new 300-mile urban EV has great interior space and driving smarts, but a lot of competition. And, yes, there's a chance it is US-bound.",JEREMY WHITE,2026-04-21T09:43:55.743564,Wired.com
Europe’s Online Age Verification App Is Here,https://www.wired.com/story/europes-online-age-verification-app-is-here/,"Available for free to any company that wants to use it, the “completely anonymous” app puts the pressure on porn sites and social media platforms to start blocking access by minors.",VALENTINA NERI,2026-04-21T09:43:59.506609,Wired.com
AI Drafting My Stories? Over My Dead Body,https://www.wired.com/story/backchannel-the-problem-with-letting-ai-do-the-writing/,AI-assisted writing is creeping into newsrooms under the guise of efficiency. But the trade-off may be more profound than publishers are willing to admit.,STEVEN LEVY,2026-04-21T09:44:03.096034,Wired.com
AI Research Is Getting Harder to Separate From Geopolitics,https://www.wired.com/story/made-in-china-ai-research-is-starting-to-split-along-geopolitical-lines/,"A policy change announced by NeurIPS, the world’s leading AI research conference, drew widespread backlash from Chinese researchers this week and then was quickly reversed.","WILL KNIGHT
ZEYI YANG",2026-04-21T09:44:06.570344,Wired.com
Meta Ramps Up Efforts to Disrupt Industrialized Scamming,https://www.wired.com/story/meta-ramps-up-efforts-to-disrupt-industrialized-scamming/,"Meta removed 10.9 million Facebook and Instagram accounts linked to “criminal scam centers” last year, the company announced on Wednesday.",LILY HAY NEWMAN,2026-04-21T09:44:10.026909,Wired.com
The Internet's Most Powerful Archiving Tool Is in Peril,https://www.wired.com/story/the-internets-most-powerful-archiving-tool-is-in-mortal-peril/,"As major news outlets cut off the Wayback Machine, journalists and advocacy groups are rallying to protect the Internet Archive’s vast collection of web pages.",KATE KNIBBS,2026-04-21T09:44:13.921355,Wired.com
Billion-Dollar Data Centers Are Taking Over the World,https://www.wired.com/story/expired-tired-wired-data-centers/,The battle for AI dominance has left a large footprint—and it’s only getting bigger and more expensive.,LAUREN GOODE,2026-04-21T09:44:18.161561,Wired.com
The Dumbest Hack of the Year Exposed a Very Real Problem,https://www.wired.com/story/crosswalk-city-hack-cybersecurity-lessons/,"Last April, a hacker hijacked crosswalk announcements to mimic Mark Zuckerberg and Elon Musk. Records obtained by WIRED reveal how unprepared local authorities were.",PARESH DAVE,2026-04-21T09:44:21.988940,Wired.com
A Humanoid Robot Set a Half-Marathon Record in China,https://www.wired.com/story/a-humanoid-robot-set-a-half-marathon-record-in-china/,"An autonomous robot from the company Honor ran a half marathon in 50:26, beating the human record by 7 minutes.",JAVIER CARBAJAL,2026-04-21T09:44:25.634517,Wired.com
‘A Rigged and Dangerous Product’: The Wildest Week for Prediction Markets Yet,https://www.wired.com/story/why-this-was-the-wildest-week-for-prediction-markets-yet/,"As the prediction market boom continues, backlash is growing, too, with Arizona filing criminal charges against Kalshi and public outcry after Polymarket traders threatened a journalist.",KATE KNIBBS,2026-04-21T09:44:29.527333,Wired.com
OpenAI Enters Its Focus Era by Killing Sora,https://www.wired.com/story/openai-shuts-down-sora-ipo-ai-superapp/,"As the ChatGPT-maker eyes an IPO, it's ditching Sora in favor of a unified AI assistant and enterprise coding tools.",MAXWELL ZEFF,2026-04-21T09:44:33.090781,Wired.com
The FCC Has a Fast Lane for Complaints About Trump’s Media Critics,https://www.wired.com/story/the-fcc-has-a-fast-lane-for-complaints-about-trumps-media-critics/,Internal emails obtained by WIRED reveal how a conservative legal group with a direct line into FCC chairman Brendan Carr’s office built the case against Jimmy Kimmel and his employees.,DELL CAMERON,2026-04-21T09:44:36.741057,Wired.com
"Anthropic vs. the Pentagon: This Time, a US Court Has Ruled in the Government's Favor",https://www.wired.com/story/anthropic-appeals-court-ruling/,"A US appeals court ruling is at odds with a separate, lower court decision from March, leaving uncertainty about if and how the US military can use the AI company's Claude model.",PARESH DAVE,2026-04-21T09:44:40.531037,Wired.com
Spoofed Tankers Are Flooding the Strait of Hormuz. These Analysts Are Tracking Them,https://www.wired.com/story/spoofed-tankers-strait-of-hormuz/,"Marine insurers and oil traders want to know what’s going on in one of the world’s most critical waterways. As the volume of disappearing ships in the area increases, analysts are getting creative.",AARIAN MARSHALL,2026-04-21T09:44:44.525680,Wired.com
OpenAI Backs Bill That Would Limit Liability for AI-Enabled Mass Deaths or Financial Disasters,https://www.wired.com/story/openai-backs-bill-exempt-ai-firms-model-harm-lawsuits/,The ChatGPT-maker testified in favor of an Illinois bill that would limit when AI labs can be held liable—even in cases where their products cause “critical harm.”,MAXWELL ZEFF,2026-04-21T09:44:48.255067,Wired.com
How to Organize Safely in the Age of Surveillance,https://www.wired.com/story/how-to-organize-safely-in-the-age-of-surveillance/,"From threat modeling to encrypted collaboration apps, we’ve collected experts’ tips and tools for safely and effectively building a group—even while being targeted and tracked by the powerful.","ANDY GREENBERG
LILY HAY NEWMAN",2026-04-21T09:44:52.271209,Wired.com
The 8 Best Movies to Stream This Month,https://www.wired.com/story/the-best-movies-to-stream-right-now/#intcid=_wired-verso-hp-trending_bf291dbd-5aaa-4790-8103-de4486dccd99_popular4-2,"’28 Years Later: The Bone Temple,’ ‘Crime 101,’ and ‘Deathstalker’ are among the films deserving of your eyeballs this month",MATT KAMEN,2026-04-21T09:44:56.032406,Wired.com
MAGA Media Seems to Have Hit Its Breaking Point Over Iran,https://www.wired.com/story/maga-media-seems-to-have-hit-its-breaking-point-over-iran/,"“The online right wasn’t supportive and there wasn’t anything that was going to change that,” says one person familiar with the Republican influencer pipeline.",MAKENA KELLY,2026-04-21T09:44:59.872433,Wired.com
CBP Facility Codes Sure Seem to Have Leaked Via Online Flashcards,https://www.wired.com/story/cbp-facility-codes-sure-seem-to-have-leaked-via-online-flashcards/,"The Quizlet flashcards, which WIRED found through basic Google searches, seem to include sensitive information about gate security at Customs and Border Protection locations.",SAMMY SUSSMAN,2026-04-21T09:45:03.535312,Wired.com
The US Army Is Building Its Own Chatbot for Combat,https://www.wired.com/story/army-developing-ai-system-victor-chatbot-soldiers/,"The AI system, trained on real military data, is meant to give soldiers mission-critical information.",WILL KNIGHT,2026-04-21T09:45:07.321770,Wired.com
"How Elon Musk Won His No Good, Very Bad Year",https://www.wired.com/story/expired-tired-wired-tesla/,The billionaire’s involvement with the Trump administration and DOGE had deep impacts on Tesla’s bottom line. But Elon Musk was still able to turn his attention to SpaceX.,AARIAN MARSHALL,2026-04-21T09:45:12.327579,Wired.com
The Broken System That Keeps Shipping Crews Stranded in the Strait of Hormuz,https://www.wired.com/story/legal-loopholes-leave-shipping-crews-stranded-in-the-strait-of-hormuz/,"Vessels are increasingly being abandoned during the war on Iran, revealing a hidden failure in the global systems that keep goods—and people—moving.",RUCHI KUMAR,2026-04-21T09:45:17.027032,Wired.com
Security News This Week: Your Push Notifications Aren’t Safe From the FBI,https://www.wired.com/story/security-news-this-week-your-push-notifications-arent-safe-from-the-fbi/,"Plus: Iran’s internet blackout hits the 1,000-hour mark, cryptocurrency scams result in a record amount of money stolen from Americans, and more.","MATT BURGESS
MADDY VARNER
LILY HAY NEWMAN
DELL CAMERON",2026-04-21T09:45:21.782967,Wired.com
The Shocking Secrets of Madison Square Garden’s Surveillance Machine,https://www.wired.com/story/madison-square-garden-jim-dolan-surveillance-machine/,"Famously vengeful Knicks owner Jim Dolan has long spied on people at his iconic arenas. WIRED goes deep inside the operation that allegedly tracked a trans woman, lawyers, protesters, and more.","NOAH SHACHTMAN
ROBERT SILVERMAN",2026-04-21T09:45:26.787860,Wired.com
The 24 Best Movies on Amazon Prime Right Now,https://www.wired.com/story/best-amazon-prime-movies/,"“Sinners,” “Wicked,” and “Die Hard” are just a few of the movies you should be watching on Amazon Prime Video this week.","MATT KAMEN
WIRED STAFF",2026-04-21T09:45:32.977036,Wired.com
Kalshi Has Been Temporarily Banned in Nevada,https://www.wired.com/story/nevada-bans-kalshi-prediction-market/,"A judge ordered Kalshi to immediately halt sports and election contracts in the state, intensifying a growing regulatory battle over prediction markets.",KATE KNIBBS,2026-04-21T09:45:37.775570,Wired.com
MAGA Is Increasingly Convinced the Trump Assassination Attempt Was Staged,https://www.wired.com/story/maga-is-increasingly-convinced-the-trump-assassination-attempt-was-staged/,"Conspiracy theories about the Butler, Pennsylvania, shooting have ramped up in recent weeks as once steadfast Trump supporters turn on the president.",DAVID GILBERT,2026-04-21T09:45:42.283627,Wired.com
Musk v. Altman Is a Battle for OpenAI’s Soul,https://www.wired.com/story/musk-v-altman-trial-openai-xai/,"In Musk v. Altman, a jury will soon determine whether OpenAI has strayed from its founding mission to ensure AGI benefits humanity. Here’s what to know.","MAXWELL ZEFF
PARESH DAVE",2026-04-21T09:45:46.875527,Wired.com
How to Protest Safely in the Age of Surveillance,https://www.wired.com/story/how-to-protest-safely-surveillance-digital-privacy/,Law enforcement has more tools than ever to track your movements and access your communications. Here’s how to protect your privacy if you plan to protest.,"ANDY GREENBERG
LILY HAY NEWMAN",2026-04-21T09:45:51.189200,Wired.com
Anthropic Plots Major London Expansion,https://www.wired.com/story/anthropic-plots-major-london-expansion/,"As tensions with the US government mount, Anthropic has leased a new office with enough space to quadruple its 200-person head count in London.",JOEL KHALILI,2026-04-21T09:45:55.290701,Wired.com
Iran Threatens to Start Attacking Major US Tech Firms on April 1,https://www.wired.com/story/iran-threatens-to-start-attacking-major-us-tech-firms-on-april-1/,"Tech giants like Apple, Google, and Microsoft are among those on a target list released by Iran’s Islamic Revolutionary Guard Corps.","DELL CAMERON
LOUISE MATSAKIS",2026-04-21T09:45:59.610681,Wired.com
Meet the Tech Reporters Using AI to Help Write and Edit Their Stories,https://www.wired.com/story/tech-reporters-using-ai-write-edit-stories/,"Independent writers are using AI agents all throughout their reporting process. What’s the value of a human journalist, anyway?",MAXWELL ZEFF,2026-04-21T09:46:05.667128,Wired.com
"In Cryptoland, Memecoin Fever Gives Way to a Stablecoin Boom",https://www.wired.com/story/expired-tired-wired-memecoins/,"In a year that began with a memecoin trading frenzy, stablecoins have emerged as the respectable face of the crypto industry.",JOEL KHALILI,2026-04-21T09:46:10.902255,Wired.com
"With 1 Million Citizens Displaced, Lebanon Turns to Digital Wallets for Aid",https://www.wired.com/story/with-one-million-displaced-lebanon-turns-to-digital-wallets-for-aid/,"Amid mass displacement and collapsing trust in institutions, digital wallets are becoming critical conduits for aid, connecting diaspora donors directly with communities on the ground.",CARLA SERTIN,2026-04-21T09:46:17.402065,Wired.com
‘We Were Not Ready for This’: Lebanon's Emergency System Is Hanging by a Thread,https://www.wired.com/story/we-were-not-ready-for-this-lebanons-emergency-system-is-hanging-by-a-thread/,"In Lebanon, nearly 1 in 5 people has been displaced by Israeli attacks, leaving the government to manage a modern crisis without modern digital infrastructure.",CARLA SERTIN,2026-04-21T09:46:21.847162,Wired.com
The Hack That Exposed Syria’s Sweeping Security Failures,https://www.wired.com/story/inside-the-hack-that-exposed-syrias-security-failures/,"When Syrian government accounts were hijacked in March, the breach looked chaotic. But it revealed something more troubling: a state struggling with the most basic layer of cybersecurity.",DANNY MAKKI,2026-04-21T09:46:25.960929,Wired.com
MAGA Is Increasingly Convinced the Trump Assassination Attempt Was Staged,https://www.wired.com/story/maga-is-increasingly-convinced-the-trump-assassination-attempt-was-staged/#intcid=_wired-verso-hp-trending_bf291dbd-5aaa-4790-8103-de4486dccd99_popular4-2,"Conspiracy theories about the Butler, Pennsylvania, shooting have ramped up in recent weeks as once steadfast Trump supporters turn on the president.",DAVID GILBERT,2026-04-21T09:46:30.951110,Wired.com
AI Could Democratize One of Tech's Most Valuable Resources,https://www.wired.com/story/ai-could-democratize-one-of-techs-most-valuable-resources/,AI is making it easier to design chips and optimize software for different silicon. Some startups envision a revolution in chipmaking.,WILL KNIGHT,2026-04-21T09:46:35.090269,Wired.com
Border Patrol Agents Sold Challenge Coins With Charlotte’s Web Characters in Riot Gear,https://www.wired.com/story/us-border-patrol-challenge-coins-nonprofits/,"Nonprofits run out of US Border Patrol stations are also selling other “operation”-themed coins that include a phrase popularized by the Proud Boys, potentially in violation of government rules.",MADDY VARNER,2026-04-21T09:46:39.427409,Wired.com
OpenAI’s Fidji Simo Is Taking Medical Leave Amid an Executive Shake-Up,https://www.wired.com/story/openais-fidji-simo-is-taking-a-leave-of-absence/,The company is undergoing major leadership restructuring as its CEO of AGI deployment goes on leave for “several weeks.”,ZOË SCHIFFER,2026-04-21T09:46:43.795791,Wired.com
How Trump’s Plot to Grab Iran's Nuclear Fuel Would Actually Work,https://www.wired.com/story/us-iran-war-nuclear-extraction-ground-operation/,"Experts say that an American ground operation targeting nuclear sites in Iran would be incredibly complicated, put troops’ lives at great risk—and might still fail.",CAROLINE HASKINS,2026-04-21T09:46:48.596575,Wired.com
Marine Animals in the Strait of Hormuz Don’t Get a Ceasefire,https://www.wired.com/story/marine-animals-in-the-strait-of-hormuz-dont-get-a-ceasefire/,"As ships return to the Strait of Hormuz, mines, sonar, and congestion continue to reshape the Gulf beneath the surface.",EVANGELINE ELSA,2026-04-21T09:46:52.409953,Wired.com
Opposing ICE Might Save the Country. It Could Also Ruin Your Life,https://www.wired.com/story/opposing-ice-might-save-the-country-could-also-ruin-your-life/,"For months, lone vibe coder Rafael Concepcion has obsessively built tools to counter the federal immigration crackdown—pivoting as he’s been outmatched. He’s also lost his job and become a target.",BRENDAN I. KOERNER,2026-04-21T09:46:56.071780,Wired.com
The Last Airbender Leaked Online. Some Fans Say Paramount Deserves the Fallout,https://www.wired.com/story/the-last-airbender-leak-fans-say-paramount-deserves-fallout/,"After the full movie leaked, animators mourned the chance to release their work as intended. Others feel the leak is justified in light of Paramount’s marketing blunders and association with Trump.",MILES KLEE,2026-04-21T09:46:59.764102,Wired.com
Snag a Great Deal on the Best Noise-Canceling Earbuds,https://www.wired.com/story/bose-quietcomfort-ultra-2-earbuds-april-2026/,"The Bose QuietComfort Ultra 2 have the best active noise cancellation on the market, and they very rarely get cheaper.",LOURYN STRAMPE,2026-04-21T09:47:03.587947,Wired.com
The Deepfake Nudes Crisis in Schools Is Much Worse Than You Thought,https://www.wired.com/story/deepfake-nudify-schools-global-crisis/,An analysis by WIRED and Indicator found nearly 90 schools and 600 students around the world impacted by AI-generated deepfake nude images—and the problem shows no signs of going away.,MATT BURGESS,2026-04-21T09:47:08.580278,Wired.com
